,message,message_type,file,desc,data
12,CHECK,FIRST CHAR,US10214438-0.csv,BATTELLE MEMORIAL INSTITUTE is the assignee_organization which has mismatching first characters,"[""Eattelle Energy Alliance, LLC"", ""Hanover Battelle Institut E.V."", ""The Battelle Development Corporation"", ""The Battelle Development Corporation"", ""501 Battelle-Institute e.V.""]"
13,CHECK,FIRST CHAR,US8820878-0.csv,Seiko Epson Corporation is the assignee_organization which has mismatching first characters,"[""Eiko Epson Corporation"", ""Eiko Epson Corporation"", ""Eiko Epson Corporation"", ""Eiko Epson Corporation"", ""IKO Epson Corporation"", ""AKITA EPSON CORPORATION"", ""Kabushiki Kaisha Seiko Epson"", ""Kabushiki Kaisha Seiko Epson"", ""Kabushiki Kaisha Seiko Epson"", ""Kabushiki Kaisha Seiko Epson""]"
14,CHECK,FIRST CHAR,US4014535-0.csv,"Pitney-Bowes, Inc. is the assignee_organization which has mismatching first characters","[""Bitney Bowes, Inc.""]"
15,CHECK,FIRST CHAR,US9377117-1.csv,"HONDA MOTOR CO., LTD. is the assignee_organization which has mismatching first characters","[""AMERICAN HONDA MOTOR CO., INC."", ""American Honda Motor Company, Inc."", ""American Honda Motor Co., Inc."", ""AMERICAN HONDA MOTOR CO., INC."", ""AMERICAN HONDA MOTOR CO., INC."", ""AMERICAN HONDA MOTOR CO., INC."", ""American Honda Motor Co., Inc."", ""AMERICAN HONDA MOTOR CO., INC."", ""AMERICAN HONDA MOTOR CO., INC."", ""AMERICAN HONDA MOTOR CO., INC."", ""American Honda Motor Co., Inc."", ""American Honda Motor Co., Inc."", ""American Honda Motor Co., Inc."", ""AMERICAN HONDA MOTOR CO., INC."", ""AMERICAN HONDA MOTOR CO., INC."", ""AMERICAN HONDA MOTOR CO., INC."", ""American Honda Motor Co., Inc."", ""Kabushiki Kaisha Honda Express"", ""Kabushiki Kaisha Honda Access"", ""Kabushiki Kaisha Honda Access"", ""Kabushiki Kaisha Honda Access"", ""Kabushiki Kaisha Honda Access"", ""Kabushiki Kaisha Honda Access"", ""Kabushiki Kaisha Honda Access"", ""Kabushiki Kaisha Honda Access"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""KABUSHIKI KAISHA HONDA LOCK"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""KABUSHIKI KAISHA HONDA LOCK"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""KABUSHIKI KAISHA HONDA LOCK"", ""Kabushiki Kaisha Honda Lock"", ""KABUSHIKI KAISHA HONDA LOCK"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""KABUSHIKI KAISHA HONDA LOCK"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushi Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""KABUSHIKI KAISHA HONDA LOCK"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""KABUSHIKI KAISHA HONDA LOCK"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""KABUSHIKI KAISHA HONDA LOCK"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Kabushiki Kaisha Honda Lock"", ""Applicant: Honda Motor Co., Ltd."", ""Giken Kogyo K.K. (Honda Motor Co., Ltd., in English)"", ""Kabushiki Kaisha Honda Gijutsu Kenkyusho"", ""Kabushiki Kaisha Honda Denshi Giken""]"
16,CHECK,FIRST CHAR,US8001726-0.csv,"Brose Fahzeugteile GmbH & Co., KG, Coburg is the assignee_organization which has mismatching first characters","[""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerke Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose, GmbH"", ""Metallwerk Max Brose & Co."", ""Metallwerk Max Brose GmbH"", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co. KG"", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH and Company"", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH & Co."", ""Metallwerk Max Brose GmbH"", ""Metallwerk Max Brose & Co."", ""Metallwerk Max Brose GmbH & Co.""]"
17,CHECK,FIRST CHAR,US3974140-0.csv,Bayer Aktiengesellschaft is the assignee_organization which has mismatching first characters,"[""Farbenfabriken Bayer Aktiengesellschaft"", ""Farbenfabriken Bayer Aktiengesellschaft"", ""Farbenfabriken Bayer AG"", ""Farbenfabriken Bayer Aktiengesellschaft"", ""Farbenfabriken Bayer AG"", ""Farbenfabriken Bayer Aktiengesellschaft"", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem, K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K. K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem KK"", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.L."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem KK"", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem KK"", ""Nihon Bayer Agrochem K. K."", ""Nihon Bayer Agrochem, K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem, K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem, K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K. K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem, K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem, K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K. K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem"", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem, K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K. K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K."", ""Nihon Bayer Agrochem K.K.""]"
18,CHECK,FIRST CHAR,US9847443-0.csv,NEWSOUTH INNOVATIONS PTY LIMITED is the assignee_organization which has mismatching first characters,"[""EWSOUTH INNOVATIONS PTY LIMITED""]"
19,CHECK,FIRST CHAR,US11285148-0.csv,KING ABDULAZIZ UNIVERSITY is the assignee_organization which has mismatching first characters,"[""The King Abdulaziz City for Science and Technology"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY (KACST)"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY"", ""The king Abdulaziz City for Science and Technology"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY"", ""The King Abdulaziz City for Science and Technology (KACST)"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY (KACST)"", ""The King Abdulaziz City for Science and Technology\u2014KACST"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY (KACST)"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY (KACST)"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY"", ""The King Abdulaziz City for Science and Technology"", ""THE KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY (KACST)""]"
20,CHECK,FIRST CHAR,US5536482-0.csv,Nalco Fuel Tech is the assignee_organization which has mismatching first characters,"[""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""FUEL TECH, INC."", ""FUEL TECH, INC."", ""Fuel Tech, Inc."", ""FUEL TECH, INC."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""FUEL TECH, INC."", ""Fuel Tech GmbH"", ""FUEL TECH, INC."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""FUEL TECH, INC."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""FUEL TECH, INC."", ""FUEL TECH, INC."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech, Inc."", ""Fuel Tech Europe Ltd.""]"
21,CHECK,FIRST CHAR,US6441573-0.csv,DaimlerCrysler AG is the assignee_organization which has mismatching first characters,"[""CaimlerChrysler AG""]"
22,CHECK,FIRST CHAR,US7329225-0.csv,Duke University is the assignee_organization which has mismatching first characters,"[""Research Triangle Institute Duke University""]"
23,CHECK,FIRST CHAR,US8394022-0.csv,Sensile Pat AG is the assignee_organization which has mismatching first characters,"[""PAT GmbH"", ""Pat AG."", ""PAT GmbH"", ""P.A.T., Co.""]"
24,CHECK,FIRST CHAR,US6469842-0.csv,Mitsubishi Denki Kabushiki Kaisha is the assignee_organization which has mismatching first characters,"[""THE MITSUBISHI CHEMICAL CORPORATION"", ""Technology Mitsubishi Denki Kabushiki Kaisha"", ""Itsubishi Denki Kabushiki Kaisha"", ""Itsubishi Denki Kabushiki Kaisha"", ""Nitsubishi Denki Kabushiki Kaisha""]"
25,CHECK,FIRST CHAR,US10207103-0.csv,"PACESETTER, INC. is the assignee_organization which has mismatching first characters","[""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens- Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens-Pacesetter, Inc."", ""Siemens Pacesetter, Inc.""]"
